title,author,price,pages,reviews,avg_rating,value_per_page,link,asin,wishlist_name,format,scraped_timestamp
Effective TypeScript: 62 Specific Ways to Improve Your TypeScript [Paperback] Dan Vanderkam,,,266,329,4.6,,https://www.amazon.in/dp/9352139208/?coliid=I3OBUP0CMHYFAE&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,9352139208,IT Books,Unknown,2025-07-21T20:06:37.830269
Learning TypeScript: Enhance Your Web Development Skills Using Type-Safe JavaScript (Grayscale Indian Edition),Josh Goldberg,1350.0,320,113,4.6,4.21875,https://www.amazon.in/dp/9355422784/?coliid=I1544BBC5O7ZTK&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9355422784,IT Books,"Paperback

₹1,350.00",2025-07-21T20:06:42.543004
Site Reliability Engineering: How Google Runs Production Systems,"Niall Murphy, Betsy Beyer, , ",1800.0,550,1154,4.6,3.272727272727273,https://www.amazon.in/dp/9352133625/?coliid=I1XGM1TK4R9TEY&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9352133625,IT Books,"Paperback

₹1,800.00",2025-07-21T20:06:43.804322
The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change (Greyscale Indian Edition),Camille Fournier,725.0,244,3077,4.6,2.971311475409836,https://www.amazon.in/dp/9352135474/?coliid=IE9MB6IJSXWP7&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9352135474,IT Books,"Paperback

₹725.00",2025-07-21T20:06:46.416266
"The Pragmatic Programmer, 20th Anniversary Edition your journey to mastery (Indian B&W Edition)","David Thomas, Andrew Hunt",750.0,322,167,4.4,2.329192546583851,https://www.amazon.in/dp/9353949432/?coliid=IJJWTFWKIWZ31&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9353949432,IT Books,"Paperback

₹750.00",2025-07-21T20:06:46.564216
Fundamentals of Software Architecture: An Engineering Approach (Grayscale Indian Edition),,,424,1057,4.6,,https://www.amazon.in/dp/9352139623/?coliid=I1D65WKSP9AQRR&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,9352139623,IT Books,Unknown,2025-07-21T20:06:50.878352
"React: Up & Running - Building Web Applications, Second Edition (Grayscale Indian Edition)",Stoyan Stefanov,900.0,232,28,4.2,3.8793103448275863,https://www.amazon.in/dp/9355420692/?coliid=I2RPUVYX9MW3PQ&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9355420692,IT Books,"Paperback

₹900.00",2025-07-21T20:06:54.679419
Regular Expressions Cookbook 2e: Detailed Solutions in Eight Programming Languages,"Jay Goyvaerts, Steven Levithan",3841.0,612,75,4.5,6.276143790849673,https://www.amazon.in/dp/1449319432/?coliid=I1BC6JU6BJ4SW5&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1449319432,IT Books,"Paperback

₹3,841.00",2025-07-21T20:06:55.211776
React Cookbook: Recipes for Mastering the React Framework (Grayscale Indian Edition),"David Griffiths, Dawn Griffiths",1975.0,512,44,4.4,3.857421875,https://www.amazon.in/dp/9391043585/?coliid=I9WKCE4HV0OCJ&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9391043585,IT Books,"Paperback

₹1,975.00",2025-07-21T20:06:57.948151
Amazon Web Services in Action,"Andreas Wittig, Michael Wittig",4417.0,528,103,4.4,8.365530303030303,https://www.amazon.in/dp/1617295116/?coliid=IY0EN2BYX64KE&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1617295116,IT Books,"Paperback

₹4,417.00",2025-07-21T20:07:00.565407
The Recursive Book of Recursion: Ace the Coding Interview with Python and JavaScript,Al Sweigart,2716.87,328,42,4.9,8.283140243902439,https://www.amazon.in/dp/1718502028/?coliid=I33CPUS610RC1I&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1718502028,IT Books,"Paperback

₹2,716.87",2025-07-21T20:07:02.877617
Color Play,Joen Wolfrom,2985.0,143,218,4.7,20.874125874125873,https://www.amazon.in/dp/1607059649/?coliid=I1A9R9Z0OVDDVI&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1607059649,IT Books,"Paperback

₹2,985.00",2025-07-21T20:07:04.485630
JavaScript: The Comprehensive Guide (Grayscale Indian Edition),Philip Ackermann,3250.0,982,1,3.0,3.309572301425662,https://www.amazon.in/dp/9355422725/?coliid=I2WDBBQJTTFTD0&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9355422725,IT Books,"Paperback

₹3,250.00",2025-07-21T20:07:05.425632
Eloquent Javascript 3E,Marijn Haverbeke,2299.0,472,1708,4.6,4.870762711864407,https://www.amazon.in/dp/1593279507/?coliid=I2TIM5PUT31XC5&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1593279507,IT Books,"Paperback

₹2,299.00",2025-07-21T20:07:08.549520
